TimeStamp;1VE301(V);1IE301(A);1PE301(W);1VE302(V);1IE302(A);1PE302(W);1VE303(V);1IE303(A);1PE303(W)
2021_05_08 18:31:59;158,60;4,85;769,04;154,51;3,81;589,46;148,62;5,12;760,73
2021_05_08 18:32:04;159,82;4,84;773,26;152,78;3,83;585,91;148,74;5,09;757,64
2021_05_08 18:32:09;159,82;4,84;773,70;151,38;3,86;583,98;149,48;5,11;763,36
2021_05_08 18:32:14;159,73;4,84;773,73;151,23;3,83;579,83;148,63;5,12;761,22
2021_05_08 18:32:19;160,21;4,81;770,97;152,82;3,81;582,70;148,43;5,14;762,53
2021_05_08 18:32:24;160,78;4,79;769,93;154,52;3,73;577,02;147,88;5,13;758,48
2021_05_08 18:32:29;160,67;4,82;774,58;146,37;3,71;543,49;149,64;5,12;766,67
2021_05_08 18:32:34;160,22;4,83;773,51;150,31;3,86;579,50;150,00;5,12;768,13
2021_05_08 18:32:39;158,44;4,88;773,20;152,45;3,83;584,51;148,64;5,13;763,04
2021_05_08 18:32:44;159,87;4,82;771,29;152,86;3,80;580,80;148,08;5,15;762,78
2021_05_08 18:32:49;160,23;4,82;772,13;155,59;3,77;585,89;148,23;5,13;760,69
2021_05_08 18:32:54;158,53;4,88;773,19;152,90;3,84;587,03;148,63;5,12;761,61
2021_05_08 18:32:59;158,97;4,86;772,63;152,80;3,86;589,49;149,35;5,11;762,49
2021_05_08 18:33:04;159,47;4,85;773,78;149,87;3,86;577,78;148,88;5,13;764,43
2021_05_08 18:33:09;159,43;4,85;773,94;152,80;3,84;586,96;148,65;5,14;764,54
2021_05_08 18:33:14;159,40;4,86;775,42;153,22;3,78;578,98;147,84;5,15;762,04
2021_05_08 18:33:19;159,25;4,88;776,88;155,26;3,80;590,03;148,44;5,14;762,89
2021_05_08 18:33:24;161,20;4,82;776,48;152,79;3,85;587,60;148,64;5,13;761,80
2021_05_08 18:33:29;160,25;4,84;775,42;152,22;3,87;589,11;149,51;5,12;765,37
2021_05_08 18:33:34;160,22;4,86;778,22;150,46;3,86;580,24;148,70;5,14;764,77
2021_05_08 18:33:39;159,24;4,86;773,46;152,80;3,85;587,53;148,64;5,16;766,82
2021_05_08 18:33:44;160,25;4,85;776,55;153,81;3,76;578,41;147,65;5,16;762,56
2021_05_08 18:33:49;159,17;4,90;779,22;154,70;3,83;592,47;148,60;5,15;765,14
2021_05_08 18:33:54;161,15;4,84;779,81;152,81;3,85;588,85;148,69;5,13;762,33
2021_05_08 18:33:59;160,24;4,85;777,53;151,59;3,89;589,28;149,54;5,14;768,55
2021_05_08 18:34:04;160,07;4,87;779,94;151,09;3,86;583,08;148,64;5,16;766,54
2021_05_08 18:34:09;160,01;4,87;779,99;152,82;3,85;588,38;148,50;5,18;768,96
2021_05_08 18:34:14;160,21;4,85;777,32;154,38;3,74;577,20;147,83;5,17;764,03
2021_05_08 18:34:19;158,99;4,91;780,65;153,28;3,85;590,85;148,64;5,16;766,40
2021_05_08 18:34:24;158,52;4,89;775,84;152,80;3,87;590,66;148,91;5,13;763,59
2021_05_08 18:34:29;159,89;4,88;781,05;150,97;3,90;588,15;149,35;5,15;769,63
2021_05_08 18:34:34;159,88;4,89;781,48;151,70;3,86;586,05;147,96;5,17;765,44
2021_05_08 18:34:39;159,62;4,87;777,23;152,81;3,85;588,85;148,66;5,11;759,17
2021_05_08 18:34:44;159,21;4,90;780,13;155,00;3,74;579,10;148,24;5,20;770,87
2021_05_08 18:34:49;158,77;4,93;781,99;153,08;3,87;591,76;148,59;5,17;768,06
2021_05_08 18:34:54;158,76;4,90;778,46;152,86;3,88;592,65;149,02;5,14;765,92
2021_05_08 18:34:59;159,21;4,90;780,39;152,00;3,89;590,52;149,10;5,17;771,27
2021_05_08 18:35:04;159,82;4,88;779,63;152,33;3,87;589,10;148,61;5,18;769,99
2021_05_08 18:35:09;159,63;4,91;783,71;152,83;3,85;588,34;148,08;5,21;770,95
2021_05_08 18:35:14;159,21;4,92;782,63;150,92;3,91;589,34;148,24;5,18;768,03
2021_05_08 18:35:19;158,55;4,94;782,57;151,58;3,90;590,93;148,64;5,17;768,65
2021_05_08 18:35:24;160,54;4,89;785,28;151,87;3,84;582,59;149,29;5,15;768,78
2021_05_08 18:35:29;160,01;4,90;783,51;154,69;3,85;595,54;148,93;5,19;772,37
2021_05_08 18:35:34;160,02;4,90;784,02;151,77;3,91;593,01;148,65;5,20;772,76
2021_05_08 18:35:39;159,43;4,93;785,26;151,66;3,93;595,43;147,90;5,22;771,70
2021_05_08 18:35:44;159,22;4,94;786,45;149,01;3,92;584,30;148,42;5,20;771,44
2021_05_08 18:35:49;158,36;4,95;783,77;151,78;3,91;593,65;148,64;5,18;770,56
2021_05_08 18:35:54;159,12;4,93;784,97;152,41;3,83;583,39;149,44;5,18;773,69
2021_05_08 18:35:59;158,26;4,97;787,30;154,15;3,89;599,05;148,75;5,20;774,07
2021_05_08 18:36:04;160,28;4,92;789,08;151,79;3,92;594,85;148,63;5,22;776,23
2021_05_08 18:36:09;159,25;4,94;787,09;151,03;3,94;595,47;147,71;5,23;772,35
2021_05_08 18:36:14;159,21;4,96;789,91;149,66;3,93;588,21;148,60;5,21;774,63
2021_05_08 18:36:19;161,24;4,90;789,82;151,79;3,92;594,81;148,69;5,19;771,91
2021_05_08 18:36:24;159,35;4,93;785,56;152,93;3,83;585,14;146,69;5,27;772,60
2021_05_08 18:36:29;159,33;4,93;785,67;153,57;3,92;601,31;147,65;5,26;775,96
2021_05_08 18:36:34;159,08;4,96;789,53;151,81;3,94;597,47;148,01;5,18;766,18
2021_05_08 18:36:39;158,58;4,98;790,35;150,42;3,96;595,55;148,51;5,25;779,82
2021_05_08 18:36:44;158,60;4,97;787,71;150,26;3,94;591,46;147,67;5,26;777,48
2021_05_08 18:36:49;159,09;4,96;789,14;151,82;3,92;594,92;147,48;5,28;779,29
2021_05_08 18:36:54;159,71;4,94;789,17;153,54;3,83;588,50;146,87;5,28;774,73
2021_05_08 18:36:59;159,72;4,94;788,68;152,93;3,94;602,37;147,64;5,26;777,12
2021_05_08 18:37:04;160,11;4,93;789,44;151,80;3,95;598,99;148,61;5,17;768,40
2021_05_08 18:37:09;158,39;5,00;791,38;149,88;3,97;594,60;149,56;5,26;786,08
2021_05_08 18:37:14;158,82;4,98;790,65;150,86;3,94;594,91;147,65;5,28;779,60
2021_05_08 18:37:19;159,06;4,97;790,79;151,80;3,91;593,15;147,26;5,30;780,65
2021_05_08 18:37:24;159,88;4,96;793,18;154,15;3,86;594,95;147,09;5,28;777,23
2021_05_08 18:37:29;159,88;4,95;791,54;152,41;3,95;601,94;148,13;5,28;781,55
2021_05_08 18:37:34;160,09;4,93;790,03;151,89;3,96;601,79;148,12;5,28;781,86
2021_05_08 18:37:39;161,01;4,93;794,21;149,29;3,97;593,17;148,06;5,29;782,88
2021_05_08 18:37:44;160,09;4,96;793,77;151,51;3,95;599,06;147,65;5,30;781,89
2021_05_08 18:37:49;160,09;4,98;796,68;151,90;3,89;591,13;147,08;5,31;781,71
2021_05_08 18:37:54;160,07;4,99;797,96;154,66;3,89;601,95;147,25;5,30;780,38
2021_05_08 18:37:59;160,06;4,97;795,32;151,91;3,96;601,57;147,66;5,29;781,24
2021_05_08 18:38:04;160,11;4,95;791,97;151,85;3,98;604,30;149,77;5,21;779,85
2021_05_08 18:38:09;161,02;4,96;798,22;148,96;3,98;592,72;147,86;5,31;784,69
2021_05_08 18:38:14;160,07;4,97;796,21;151,89;3,96;601,84;147,64;5,32;785,01
2021_05_08 18:38:19;159,90;5,00;799,25;152,33;3,88;590,36;146,87;5,33;782,78
2021_05_08 18:38:24;159,30;4,99;794,67;154,24;3,93;606,45;147,48;5,31;783,59
2021_05_08 18:38:29;160,05;4,98;796,89;153,69;3,96;608,36;147,78;5,30;783,14
2021_05_08 18:38:34;160,35;4,95;794,04;150,19;3,97;596,69;148,67;5,28;784,32
2021_05_08 18:38:39;160,82;4,98;800,29;151,98;3,97;603,26;148,80;5,25;780,80
2021_05_08 18:38:44;160,02;4,99;798,40;153,49;3,87;594,04;149,46;5,27;787,37
2021_05_08 18:38:49;159,70;5,01;800,39;153,33;3,97;607,99;148,64;5,28;785,41
2021_05_08 18:38:54;159,47;4,99;795,60;151,99;3,98;604,39;148,41;5,31;787,74
2021_05_08 18:38:59;160,05;4,98;797,86;150,25;4,00;601,10;148,37;5,31;787,92
2021_05_08 18:39:04;160,53;4,95;795,42;150,77;3,97;598,92;147,68;5,32;785,53
2021_05_08 18:39:09;160,58;4,98;799,93;151,97;3,95;600,77;147,35;5,34;787,14
2021_05_08 18:39:14;160,04;4,99;798,34;154,05;3,87;596,87;147,07;5,33;783,37
2021_05_08 18:39:19;158,42;5,06;801,64;152,70;3,97;606,85;147,69;5,32;785,36
2021_05_08 18:39:24;158,92;4,99;792,49;151,98;3,98;605,10;148,12;5,29;783,41
2021_05_08 18:39:29;160,06;4,98;796,86;149,59;4,00;598,29;148,16;5,32;787,90
2021_05_08 18:39:34;160,74;4,95;796,08;151,39;3,97;600,89;147,68;5,32;785,93
2021_05_08 18:39:39;158,80;5,01;795,85;152,00;3,93;597,49;147,19;5,34;786,07
2021_05_08 18:39:44;159,08;5,01;796,62;154,59;3,89;601,29;147,27;5,32;783,26
2021_05_08 18:39:49;159,84;5,00;798,44;152,17;3,97;603,78;147,70;5,31;783,57
2021_05_08 18:39:54;159,88;4,98;796,65;152,00;3,99;606,43;148,33;5,28;783,47
2021_05_08 18:39:59;160,05;4,97;796,10;148,98;3,99;594,81;147,98;5,31;786,40
2021_05_08 18:40:04;160,98;4,97;799,41;151,96;3,97;602,92;147,69;5,33;786,75
2021_05_08 18:40:09;160,14;4,99;799,14;152,20;3,90;593,94;146,97;5,34;785,05
2021_05_08 18:40:14;160,02;5,01;800,91;154,57;3,92;605,43;147,48;5,32;784,03
2021_05_08 18:40:19;160,11;5,01;801,58;151,97;3,97;603,74;147,70;5,31;783,62
2021_05_08 18:40:24;159,07;5,02;799,28;151,49;4,00;605,73;148,57;5,30;786,76
2021_05_08 18:40:29;159,05;5,04;801,17;149,41;3,98;595,16;147,81;5,32;786,55
2021_05_08 18:40:34;158,15;5,03;795,35;151,94;3,97;603,21;147,71;5,33;787,80
2021_05_08 18:40:39;160,03;5,00;800,39;152,26;3,94;599,35;146,78;5,33;781,66
2021_05_08 18:40:44;159,93;5,01;800,51;152,65;3,96;604,64;147,71;5,31;783,80
2021_05_08 18:40:49;159,89;5,01;800,54;151,20;3,97;600,43;147,74;5,29;781,46
2021_05_08 18:40:54;159,11;5,02;798,22;151,98;3,90;592,15;148,62;5,29;786,70
2021_05_08 18:40:59;160,29;4,95;794,22;152,71;3,98;607,46;146,80;5,32;781,38
2021_05_08 18:41:04;158,39;5,03;796,72;150,90;4,00;603,49;146,85;5,33;782,15
2021_05_08 18:41:09;159,77;5,02;801,48;149,60;4,02;601,44;146,90;5,33;782,48
2021_05_08 18:41:14;159,71;5,02;801,84;149,33;4,00;597,83;146,76;5,35;785,47
2021_05_08 18:41:19;159,45;5,00;797,09;150,85;3,99;601,49;147,93;5,29;782,57
2021_05_08 18:41:24;160,05;4,99;798,97;152,56;3,91;596,13;148,45;5,31;788,82
2021_05_08 18:41:29;160,53;4,97;797,75;152,06;4,00;608,62;147,73;5,33;787,09
2021_05_08 18:41:34;160,58;5,00;802,94;150,86;4,01;605,04;147,45;5,36;789,94
2021_05_08 18:41:39;159,58;5,01;799,91;149,00;4,03;601,03;147,10;5,34;785,15
2021_05_08 18:41:44;159,58;5,01;798,96;149,91;4,01;601,00;146,75;5,37;787,81
2021_05_08 18:41:49;159,52;5,04;803,36;150,87;3,97;599,55;148,11;5,30;785,11
2021_05_08 18:41:54;159,07;5,04;801,88;153,24;3,92;600,26;146,16;5,36;783,55
2021_05_08 18:41:59;160,73;4,96;797,60;151,49;4,00;606,47;147,25;5,36;788,63
2021_05_08 18:42:04;158,76;5,02;797,48;150,88;4,01;605,25;147,21;5,35;788,26
2021_05_08 18:42:09;159,42;5,02;800,26;148,37;4,02;596,61;147,33;5,33;784,74
2021_05_08 18:42:14;157,97;5,06;799,88;150,51;4,00;602,52;146,74;5,37;787,61
2021_05_08 18:42:19;159,78;5,00;798,50;150,91;3,95;595,88;148,30;5,29;784,69
2021_05_08 18:42:24;159,13;5,04;802,49;153,75;3,94;606,26;146,37;5,35;783,71
2021_05_08 18:42:29;160,88;4,97;800,00;150,98;4,00;604,41;147,05;5,35;787,41
2021_05_08 18:42:34;160,04;5,02;803,44;150,92;4,02;606,95;147,03;5,35;786,61
2021_05_08 18:42:39;159,97;5,02;803,78;147,94;4,02;594,66;147,03;5,36;788,41
2021_05_08 18:42:44;159,25;5,03;801,59;150,88;4,01;604,39;147,72;5,31;784,83
2021_05_08 18:42:49;158,96;5,06;804,09;151,33;3,93;594,21;145,87;5,38;785,46
2021_05_08 18:42:54;158,54;5,04;799,62;153,40;3,97;609,09;147,88;5,35;790,49
2021_05_08 18:42:59;159,22;5,04;802,19;150,88;4,01;605,44;147,61;5,35;789,38
2021_05_08 18:43:04;159,59;5,01;799,68;150,31;4,03;606,40;147,64;5,35;790,30
2021_05_08 18:43:09;159,80;5,04;805,30;148,52;4,02;597,56;147,73;5,34;788,52
2021_05_08 18:43:14;160,22;5,01;801,96;150,91;4,01;605,48;146,72;5,40;791,74
2021_05_08 18:43:19;160,74;4,98;800,67;151,90;3,92;595,49;145,70;5,40;786,74
2021_05_08 18:43:24;158,79;5,05;801,66;152,88;4,00;611,85;146,74;5,39;790,73
2021_05_08 18:43:29;159,23;5,05;803,49;150,92;4,03;607,51;146,79;5,37;787,84
2021_05_08 18:43:34;159,82;5,03;803,48;149,68;4,05;606,37;147,65;5,38;793,66
2021_05_08 18:43:39;157,90;5,09;802,98;149,21;4,03;601,33;146,76;5,40;792,19
2021_05_08 18:43:44;158,28;5,09;805,00;150,84;4,02;606,10;147,91;5,33;788,47
2021_05_08 18:43:49;158,95;5,07;806,47;152,52;3,92;598,23;145,88;5,40;788,50
2021_05_08 18:43:54;158,52;5,10;808,93;152,25;4,03;613,37;146,70;5,40;792,78
2021_05_08 18:43:59;159,25;5,06;805,53;150,89;4,04;610,15;147,00;5,37;789,95
2021_05_08 18:44:04;159,97;5,05;807,26;149,10;4,06;605,27;147,45;5,40;795,74
2021_05_08 18:44:09;159,42;5,07;808,51;149,83;4,04;604,96;146,73;5,41;793,52
2021_05_08 18:44:14;159,23;5,09;809,76;150,95;4,01;604,69;146,33;5,43;795,03
2021_05_08 18:44:19;158,34;5,09;806,58;153,13;3,94;603,47;146,10;5,41;790,81
2021_05_08 18:44:24;159,18;5,08;808,04;151,69;4,04;613,00;146,71;5,41;793,33
2021_05_08 18:44:29;159,20;5,06;805,73;150,88;4,05;611,56;147,22;5,38;792,13
2021_05_08 18:44:34;160,23;5,06;811,00;150,96;4,04;610,02;146,72;5,42;795,91
2021_05_08 18:44:39;159,24;5,08;809,12;151,10;3,99;603,04;145,92;5,44;793,44
2021_05_08 18:44:44;160,26;5,02;804,33;153,75;3,99;613,59;146,50;5,42;793,45
2021_05_08 18:44:49;161,20;5,03;810,71;150,99;4,04;610,58;146,72;5,40;792,48
2021_05_08 18:44:54;160,21;5,05;809,13;150,59;4,07;612,30;147,60;5,39;795,43
2021_05_08 18:44:59;160,05;5,07;811,41;148,42;4,06;602,08;146,90;5,42;796,04
2021_05_08 18:45:04;159,40;5,06;806,72;151,00;4,04;610,13;146,70;5,43;797,32
2021_05_08 18:45:09;159,23;5,09;810,85;151,67;3,95;598,97;145,74;5,44;792,47
2021_05_08 18:45:14;158,98;5,11;812,70;153,17;4,02;615,91;146,69;5,42;795,52
2021_05_08 18:45:19;160,96;5,05;812,34;151,00;4,05;612,13;146,75;5,40;792,96
2021_05_08 18:45:24;160,20;5,06;810,72;149,96;4,08;611,51;147,73;5,41;799,11
2021_05_08 18:45:29;159,90;5,09;813,36;149,03;4,06;604,70;146,74;5,43;796,88
2021_05_08 18:45:34;159,62;5,06;808,38;150,99;4,04;610,31;146,62;5,45;799,33
2021_05_08 18:45:39;159,24;5,10;812,15;152,28;3,95;600,86;145,82;5,44;793,53
2021_05_08 18:45:44;158,81;5,13;814,19;152,55;4,04;617,06;146,72;5,43;796,97
2021_05_08 18:45:49;158,72;5,11;810,39;150,95;4,06;613,33;146,93;5,41;794,64
2021_05_08 18:45:54;159,74;5,10;814,76;149,36;4,09;610,36;147,53;5,43;801,28
2021_05_08 18:45:59;159,70;5,10;814,66;149,62;4,07;608,26;146,74;5,44;798,92
2021_05_08 18:46:04;159,66;5,11;815,50;150,95;4,04;610,10;146,41;5,47;801,00
2021_05_08 18:46:09;158,84;5,12;813,47;152,94;3,96;606,12;146,03;5,46;796,64
2021_05_08 18:46:14;158,87;5,12;813,54;151,95;4,07;617,84;146,71;5,45;799,31
2021_05_08 18:46:19;158,91;5,12;813,25;150,95;4,08;615,34;147,07;5,42;797,18
2021_05_08 18:46:24;159,22;5,11;813,58;148,93;4,09;609,71;145,95;5,43;791,92
2021_05_08 18:46:29;157,57;5,17;815,31;150,30;4,07;611,69;147,66;5,41;799,42
2021_05_08 18:46:34;159,46;5,13;818,56;151,00;4,03;608,05;148,19;5,38;798,00
2021_05_08 18:46:39;159,24;5,14;818,05;153,60;3,99;613,10;148,13;5,42;803,54
2021_05_08 18:46:44;158,45;5,15;815,80;151,43;4,08;617,23;147,67;5,44;803,68
2021_05_08 18:46:49;159,12;5,13;816,92;151,06;4,09;617,81;145,84;5,50;802,54
2021_05_08 18:46:54;159,23;5,12;815,31;148,37;4,10;607,91;146,60;5,44;797,14
2021_05_08 18:46:59;160,22;5,12;820,47;150,89;4,08;616,24;147,66;5,43;801,40
2021_05_08 18:47:04;159,22;5,14;819,04;151,05;4,02;606,74;148,43;5,41;802,63
2021_05_08 18:47:09;159,19;5,16;821,75;153,87;4,04;620,89;146,42;5,47;800,96
2021_05_08 18:47:14;158,34;5,16;817,01;150,93;4,09;617,46;146,66;5,44;798,33
2021_05_08 18:47:19;159,20;5,15;819,36;150,72;4,11;618,94;149,11;5,40;805,37
2021_05_08 18:47:24;159,33;5,13;817,19;148,35;4,10;608,96;147,12;5,49;807,57
2021_05_08 18:47:29;159,38;5,13;817,92;150,96;4,09;618,18;146,68;5,51;807,50
2021_05_08 18:47:34;159,22;5,16;821,27;151,55;4,01;608,11;145,75;5,51;803,29
2021_05_08 18:47:39;159,06;5,18;824,16;153,30;4,07;624,12;146,59;5,50;805,76
2021_05_08 18:47:44;158,53;5,17;819,78;150,96;4,10;619,60;146,72;5,43;797,23
2021_05_08 18:47:49;159,27;5,16;822,15;150,16;4,12;619,24;149,55;5,44;814,20
2021_05_08 18:47:54;159,55;5,14;819,58;148,91;4,11;612,38;146,67;5,51;807,49
2021_05_08 18:47:59;159,88;5,17;825,84;150,93;4,10;619,21;146,59;5,53;810,13
2021_05_08 18:48:04;159,22;5,17;823,79;152,19;4,01;610,49;145,76;5,52;804,70
2021_05_08 18:48:09;158,90;5,20;826,05;152,64;4,10;625,93;146,66;5,51;808,08
2021_05_08 18:48:14;158,69;5,17;821,13;150,97;4,11;621,09;147,21;5,43;799,10
2021_05_08 18:48:19;159,25;5,17;823,51;149,57;4,13;617,89;149,03;5,48;817,21
2021_05_08 18:48:24;159,69;5,15;821,77;149,51;4,12;615,41;146,69;5,52;809,57
2021_05_08 18:48:29;159,72;5,17;826,26;150,92;4,10;618,12;146,39;5,54;810,59
2021_05_08 18:48:34;158,35;5,20;822,62;152,78;4,02;613,76;145,95;5,52;805,99
2021_05_08 18:48:39;159,21;5,18;824,02;152,03;4,11;625,48;146,67;5,51;808,30
2021_05_08 18:48:44;158,29;5,22;826,69;150,96;4,12;622,36;147,81;5,41;799,69
2021_05_08 18:48:49;160,20;5,16;826,70;149,04;4,13;616,09;147,25;5,51;811,96
2021_05_08 18:48:54;158,28;5,19;822,06;150,13;4,11;617,68;147,70;5,48;809,10
2021_05_08 18:48:59;158,32;5,20;822,61;150,92;4,08;615,89;148,20;5,44;806,71
2021_05_08 18:49:04;161,15;5,13;826,95;153,39;4,04;619,21;146,20;5,51;806,25
2021_05_08 18:49:09;159,37;5,16;822,47;151,44;4,12;623,77;147,20;5,51;811,79
2021_05_08 18:49:14;158,09;5,24;828,60;150,94;4,13;623,56;147,17;5,51;811,47
2021_05_08 18:49:19;160,09;5,18;829,37;148,35;4,14;613,85;147,82;5,53;816,88
2021_05_08 18:49:24;159,22;5,19;826,87;150,72;4,12;621,47;146,70;5,54;812,46
2021_05_08 18:49:29;158,97;5,22;829,50;151,06;4,06;614,04;146,06;5,55;811,34
2021_05_08 18:49:34;158,55;5,20;825,18;153,85;4,07;626,19;146,39;5,54;810,39
2021_05_08 18:49:39;159,22;5,19;826,95;151,00;4,13;623,50;146,72;5,53;811,03
2021_05_08 18:49:44;159,60;5,17;825,14;150,95;4,14;625,67;147,43;5,52;813,17
2021_05_08 18:49:49;159,81;5,19;830,07;148,19;4,14;613,81;147,08;5,50;809,52
2021_05_08 18:49:54;158,65;5,20;825,69;151,05;4,13;623,50;147,66;5,49;810,73
2021_05_08 18:49:59;158,72;5,20;826,08;151,49;4,05;612,84;145,87;5,56;810,98
2021_05_08 18:50:04;158,73;5,21;826,24;153,38;4,10;628,41;146,61;5,54;812,62
2021_05_08 18:50:09;158,24;5,24;829,46;151,00;4,14;624,53;146,71;5,53;811,08
2021_05_08 18:50:14;159,82;5,18;827,45;150,32;4,16;625,29;147,60;5,53;816,31
2021_05_08 18:50:19;159,64;5,21;831,97;148,75;4,15;617,46;146,70;5,55;814,36
2021_05_08 18:50:24;158,85;5,23;830,21;151,04;4,14;624,68;147,73;5,49;810,50
2021_05_08 18:50:29;158,91;5,23;830,76;152,08;4,04;614,75;145,81;5,57;811,74
2021_05_08 18:50:34;158,94;5,22;829,44;151,03;4,15;626,77;147,78;5,45;805,11
2021_05_08 18:50:39;159,21;5,21;829,55;149,23;4,17;622,09;147,54;5,54;817,96
2021_05_08 18:50:44;157,54;5,28;831,21;149,86;4,15;621,49;146,90;5,55;815,51
2021_05_08 18:50:49;159,44;5,23;834,39;151,02;4,11;621,43;146,51;5,58;817,61
2021_05_08 18:50:54;159,22;5,23;833,30;153,14;4,05;620,75;146,31;5,55;812,67
2021_05_08 18:50:59;158,39;5,24;830,02;151,73;4,15;629,02;146,89;5,55;814,93
2021_05_08 18:51:04;159,12;5,22;830,89;151,01;4,16;627,60;147,36;5,52;813,58
2021_05_08 18:51:09;159,22;5,21;828,79;148,60;4,17;619,13;147,32;5,55;818,00
2021_05_08 18:51:14;160,24;5,20;833,86;150,48;4,15;624,12;146,90;5,56;816,37
2021_05_08 18:51:19;158,22;5,24;828,95;151,04;4,09;618,06;146,34;5,58;816,89
2021_05_08 18:51:24;158,30;5,24;829,05;153,72;4,08;626,69;146,52;5,56;814,28
2021_05_08 18:51:29;158,31;5,24;829,32;151,17;4,15;627,17;146,89;5,55;814,85
2021_05_08 18:51:34;159,23;5,22;831,64;151,05;4,17;629,31;147,59;5,53;815,71
2021_05_08 18:51:39;159,39;5,20;829,03;148,01;4,16;616,31;147,16;5,56;817,89
2021_05_08 18:51:44;157,48;5,27;829,53;151,03;4,15;626,28;146,92;5,57;817,91
2021_05_08 18:51:49;159,06;5,25;834,33;151,28;4,07;615,70;146,15;5,58;815,73
2021_05_08 18:51:54;158,99;5,25;834,58;153,60;4,10;630,51;146,72;5,56;815,41
2021_05_08 18:51:59;158,50;5,24;829,83;151,02;4,15;626,94;146,91;5,54;814,53
2021_05_08 18:52:04;159,23;5,23;832,38;150,58;4,17;628,04;147,75;5,54;818,23
2021_05_08 18:52:09;157,97;5,29;835,26;148,52;4,16;618,07;146,97;5,56;817,75
2021_05_08 18:52:14;157,67;5,27;831,21;151,03;4,15;626,82;146,91;5,59;820,63
2021_05_08 18:52:19;158,26;5,26;833,05;151,88;4,06;616,37;145,96;5,58;815,16
2021_05_08 18:52:24;158,69;5,24;831,98;153,01;4,13;632,69;146,89;5,57;817,96
2021_05_08 18:52:29;158,70;5,24;831,65;151,01;4,16;628,22;146,96;5,55;814,88
2021_05_08 18:52:34;159,28;5,24;834,15;149,97;4,18;626,88;147,77;5,56;821,12
2021_05_08 18:52:39;159,74;5,21;831,96;149,15;4,16;620,95;146,89;5,58;818,95
2021_05_08 18:52:44;157,82;5,27;832,29;151,02;4,15;626,87;146,76;5,60;821,76
2021_05_08 18:52:49;158,66;5,27;836,01;152,45;4,06;618,67;146,11;5,59;816,28
2021_05_08 18:52:54;158,64;5,27;836,07;152,45;4,16;633,51;146,90;5,58;819,27
2021_05_08 18:52:59;158,89;5,24;833,10;151,04;4,17;629,18;147,15;5,55;816,05
2021_05_08 18:53:04;158,24;5,29;836,58;149,37;4,19;625,38;147,58;5,57;822,34
2021_05_08 18:53:09;160,01;5,22;834,78;149,73;4,16;623,53;146,90;5,58;819,80
2021_05_08 18:53:14;159,47;5,25;836,60;151,00;4,14;624,39;146,57;5,60;821,37
2021_05_08 18:53:19;159,00;5,26;835,70;153,04;4,07;622,14;146,30;5,58;816,59
2021_05_08 18:53:24;159,03;5,26;836,68;151,84;4,16;632,20;146,88;5,58;819,01
2021_05_08 18:53:29;159,10;5,24;834,19;151,02;4,17;629,93;147,34;5,55;817,06
2021_05_08 18:53:34;159,22;5,23;832,79;148,73;4,19;622,54;147,38;5,58;821,81
2021_05_08 18:53:39;160,20;5,23;837,61;150,34;4,17;626,21;146,93;5,59;821,04
2021_05_08 18:53:44;159,25;5,25;835,86;151,03;4,12;621,84;146,38;5,61;821,58
2021_05_08 18:53:49;159,24;5,27;838,98;153,61;4,09;628,55;146,48;5,58;817,88
2021_05_08 18:53:54;158,28;5,27;833,43;151,26;4,17;630,38;146,90;5,58;819,12
2021_05_08 18:53:59;159,24;5,25;836,71;151,04;4,18;631,99;147,50;5,56;819,86
2021_05_08 18:54:04;159,32;5,23;833,13;148,11;4,18;619,68;147,20;5,59;822,46
2021_05_08 18:54:09;160,12;5,24;839,26;150,98;4,17;629,32;146,90;5,60;822,15
2021_05_08 18:54:14;159,21;5,26;837,00;151,17;4,09;618,70;146,18;5,62;820,87
2021_05_08 18:54:19;159,06;5,28;840,14;153,75;4,12;633,40;146,68;5,59;819,87
2021_05_08 18:54:24;158,46;5,27;834,92;151,00;4,17;630,38;146,92;5,58;819,33
2021_05_08 18:54:29;159,22;5,26;837,66;150,69;4,19;631,91;147,72;5,57;822,54
2021_05_08 18:54:34;159,56;5,25;837,67;148,41;4,19;621,45;147,00;5,60;822,92
2021_05_08 18:54:39;159,21;5,27;839,60;151,02;4,18;630,82;146,89;5,61;824,63
2021_05_08 18:54:44;158,55;5,29;838,72;151,77;4,10;621,76;145,97;5,62;819,97
2021_05_08 18:54:49;158,97;5,27;837,37;153,12;4,15;635,71;146,87;5,60;822,70
2021_05_08 18:54:54;158,27;5,31;840,45;151,01;4,18;631,84;146,98;5,58;819,68
2021_05_08 18:54:59;160,00;5,24;838,90;149,99;4,21;631,08;147,92;5,58;825,71
2021_05_08 18:55:04;159,43;5,27;840,13;149,03;4,19;623,99;145,98;5,62;820,05
2021_05_08 18:55:09;159,07;5,28;840,59;150,96;4,18;630,82;146,00;5,62;820,35
2021_05_08 18:55:14;159,17;5,29;841,43;152,32;4,07;620,14;148,45;5,60;831,63
2021_05_08 18:55:19;158,35;5,31;840,56;152,52;4,18;636,91;145,87;5,65;823,86
2021_05_08 18:55:24;159,24;5,26;837,37;150,99;4,19;632,39;145,65;5,67;826,20
2021_05_08 18:55:29;157,35;5,33;837,92;149,54;4,22;630,54;147,62;5,60;826,64
2021_05_08 18:55:34;159,26;5,30;843,30;149,60;4,19;627,06;146,85;5,62;824,69
